STATION_CODE,STATION_NAME,OBSERVED_VALUE,YEAR_MEASURED,ORDER,ENCODER,DATE_LAST_UPDATED
,21190 / LY-710,978298,,2,,
,21191 / LY-700,978300,,2,,
,21192 / BLR-13,978297,,2,,
,21193 / LYT-86,978288,,2,,
,21194 / LY-643,978292,,2,,
,21195 / LYT-3188,978290,,2,,
,21196 / LYT-3191,978280,,2,,
,21197 / LY-845,978273,,2,,
,21199 / LY-609,978274,,2,,
,21202 / LY-236,978279,,2,,
,21205 / LY-89,978272,,2,,
,21206 / LYT-732/LY-575,978253,,2,,
,21207 / BHL-3024,978187,,2,,
,21208 / BH-478,978250,,2,,
,21209 / BH-28,978292,,2,,
,21210 / BHL-3076,978291,,2,,
,21211 / BHL-3010,978299,,2,,
,21212 / BH-330,978280,,2,,
,21213 / BHL-3159,978269,,2,,
,21214 / BHL-3147,978257,,2,,
,21215 / BHL-3157,978268,,2,,
,21216 / BH-194,978259,,2,,
,21217 / BHL-3034,978247,,2,,
,21218 / BH-161,978251,,2,,
,21219 / BHL-3728,978257,,2,,
,21220 / BHL-95,978257,,2,,
,21221 / BHL-3188,978248,,2,,
,21222 / PINTOR 1,978242,,2,,
,21223 / BHL-3172,978250,,2,,
,21224 / BHL-3038,978247,,2,,
,21225 / LAN-3149,978273,,2,,
,21226 / BHL-3085,978273,,2,,
,21227 / BH-376,978291,,2,,
,21228 / BH-387,978291,,2,,
,21229 / BH-402,978277,,2,,
,21230 / BH-408,978272,,2,,
,21231 / BH-438,978207,,2,,
,21232 / BH-420,978254,,2,,
,21233 / BH-224,978258,,2,,
,21234 / BH-88,978255,,2,,
,21235 / BH-462,978220,,2,,
,21236 / BHL-3109,978205,,2,,
,21237 / BHL-3112,978233,,2,,
,21238 / BHL-3111,978246,,2,,
,21239 / BH-218,978242,,2,,
,21240 / TGS,978242,,2,,
,21241 / BHL-3144,978248,,2,,
,21242 / MQ-9,978382,,2,,
,21243 / MRQ-3007,978383,,2,,
,21244 / MQ-14,978369,,2,,
,21245 / MRQ-26,978365,,2,,
,21246 / MRQ-14,978352,,2,,
,21247 / MRQ-16,978386,,2,,
,21248 / MRQ-19,978384,,2,,
,21249 / MQ-119,978376,,2,,
,21250 / LAN-3158,978148,,2,,
,21251 / LAN-3251,978169,,2,,
,21252 / LAN-3238,978166,,2,,
,21253 / LAN-4168,978166,,2,,
,21254 / LAN-2441,978166,,2,,
,21255 / LAN-3424,978167,,2,,
,21256 / LAN-3284,978200,,2,,
,21257 / LAN-3306,978206,,2,,
,21258 / LE-52,978208,,2,,
,21259 / LAN-3107,978182,,2,,
,21260 / LAN-3098,978195,,2,,
,21261 / LAN-3062,978209,,2,,
,21262 / LAN-3079,978111,,2,,
,21263 / LAN-3814,978132,,2,,
,21264 / LAN-3679,978111,,2,,
,21265 / LAN-3655,978157,,2,,
,21266 / LE-12,978209,,2,,
,21267 / MSW-3020,978153,,2,,
,21268 / MSW-3022,978121,,2,,
,21269 / MSW-3349,978186,,2,,
,21270 / MSW-3103,978241,,2,,
,21271 / MSW-3122,978234,,2,,
,21272 / MSW-3560,978232,,2,,
,21273 / MSW-3480,978229,,2,,
,21274 / MSW-3078,978244,,2,,
,21275 / MSW-3435,978213,,2,,
,21276 / MSW-3666,978225,,2,,
,21277 / MSW-3066,978237,,2,,
,21278 / MSW-3062,978241,,2,,
,21279 / MSW-3011,978240,,2,,
,21280 / MSW-3351,978195,,2,,
,21281 / MSW-3048,978232,,2,,
,21282 / MSW-3048,978212,,2,,
,21283 / AGN-3761,978174,,2,,
,21284 / AGN-4002 (BLLM-1),978176,,2,,
,21285 / AGN-3389,978200,,2,,
,21286 / AGN-6 (BM AS-28),978200,,2,,
,21287 / AGS-3211,978214,,2,,
,21288 / AGS-3269,978194,,2,,
,21289 / AGS-3187,978193,,2,,
,21290 / AGS-3086,978220,,2,,
,21291 / AGS-3085,978251,,2,,
,21292 / AGS-4063,978234,,2,,
,21293 / AGS-4002(ADS-3),978270,,2,,
,21294 / AGS-4006 (ADS-7),978260,,2,,
,21295 / AGS-3341,978151,,2,,
,21296 / AGS-3904,978124,,2,,
,21297 / AGS-4009(ADS-10),978126,,2,,
,21298 / SRN-3566,978354,,2,,
,21299 / SRN-116,978341,,2,,
,21300 / SRN-3974,978338,,2,,
,21301 / SRN-3116,978319,,2,,
,21302 / SRN-3632,978309,,2,,
,21303 / SRN-3221,978307,,2,,
,21304 / SRN-3156,978312,,2,,
,21305 / SRN-3177,978323,,2,,
,21306 / SRN-3119,978339,,2,,
,21307 / SRN-C1,978293,,2,,
,21308 / SRN-3231,978292,,2,,
,21309 / SRN-5413,978325,,2,,
,21310 / AGN-3399,978321,,2,,
,21311 / AGN-4017,978319,,2,,
,21312 / AGN-139,978312,,2,,
,21313 / AGN-3683,978293,,2,,
,21314 / AGN-3705,978281,,2,,
,21315 / AGN-3025,978256,,2,,
,21316 / AGN-35,978265,,2,,
,21317 / SRS-29,978369,,2,,
,21318 / SRS-43,978378,,2,,
,21319 / SRS-42,978390,,2,,
,21320 / SRS-3001,978373,,2,,
,21321 / SRS-37,978394,,2,,
,21322 / SRS-3331,978428,,2,,
,21323 / SRS-15,978403,,2,,
,21324 / SRS-3076,978350,,2,,
,21325 / SRS-3062,978332,,2,,
,21326 / SRS-3106,978315,,2,,
,21327 / SRS-74,978292,,2,,
,21328 / SRS-3013,978293,,2,,
,21329 / SRS-3713 (BLLM2),978304,,2,,
,21330 / SRS-3005,978336,,2,,
,21331 / SRS-10,978345,,2,,
,21332 / SRS-3241,978346,,2,,
,21333 / SRS-3255,978341,,2,,
,21334 / SRS-3967,978343,,2,,
,21335 / SRS-51,978361,,2,,
,21336 / Established,978069,,2,,
,21337 / BKN-3483,978073,,2,,
,21338 / BKN-3488,978084,,2,,
,21339 / BKN-239,978079,,2,,
,21340 / BKN-484,978034,,2,,
,21341 / BKN-3427,978013,,2,,
,21342 / BKN-3457,978093,,2,,
,21343 / BKN-487,978105,,2,,
,21344 / Established,978098,,2,,
,21345 / BKN-493,978108,,2,,
,21346 / BKN-3407,978108,,2,,
,21347 / BKN-495,978107,,2,,
,21348 / BLLM-1,978127,,2,,
,21349 / BKN-4011,978106,,2,,
,21350 / BKN-3500,978101,,2,,
,21351 / BKN-3505,978074,,2,,
,21352 / Established,978125,,2,,
,21353 / Established,978196,,2,,
,21354 / BKN-1,978114,,2,,
,21355 / BKN-465,978097,,2,,
,21356 / BKN-4079,978119,,2,,
,21357 / COV-4009,978200,,2,,
,21358 / COV-3118,978212,,2,,
,21359 / COV-4002,978166,,2,,
,21360 / COV-3155,978116,,2,,
,21361 / COV-3235,978132,,2,,
,21362 / COV-3097,978243,,2,,
,21363 / COV-3101,978225,,2,,
,21364 / COV-3095,978162,,2,,
,21365 / COV-5002,978110,,2,,
,21366 / COV-3292,978204,,2,,
,21367 / COV-3274,978193,,2,,
,21368 / COV-3007,978179,,2,,
,21369 / COV-3247,978159,,2,,
,21370 / COV-3001,978142,,2,,
,21371 / DVE-3620,978323,,2,,
,21372 / DVE-3137,978320,,2,,
,21373 / DVE-3125,978277,,2,,
,21374 / DVE-3092,978259,,2,,
,21375 / DVE-3100,978244,,2,,
,21376 / DVE-26,978231,,2,,
,21377 / DVE-3252,978269,,2,,
,21378 / BLLM-2,978252,,2,,
,21379 / DVE-3003,978323,,2,,
,21380 / DVE-3185,978296,,2,,
,21381 / DVE-3082,978258,,2,,
,21382 / ZGN-4034 (ZGN-3015),978255,,2,,
,21383 / ZGN-4287,978252,,2,,
,21384 / ZGN-27,978248,,2,,
,21385 / ZGN-4295,978244,,2,,
,21386 / ZGN-14,978233,,2,,
,21387 / ZGN-15,978237,,2,,
,21388 / ZGN-5163,978224,,2,,
,21389 / ZGN-4033,978225,,2,,
,21390 / ZGN-5273 (BLLM-2),978228,,2,,
,21391 / ZGN-4031,978234,,2,,
,21392 / ZGN-6229,978191,,2,,
,21393 / ZGN-6149 (BLLM-3),978200,,2,,
,21394 / ZGN-6308,978208,,2,,
,21395 / ZGN-5326 (BBM-53),978187,,2,,
,21396 / ZGN-117 (ZDN-4/ZGN-308),978217,,2,,
,21397 / ZGN-4804,978250,,2,,
,21398 / ZGN-4828,978244,,2,,
,21399 / ZGN-18,978208,,2,,
,21400 / ZGN-4886,978234,,2,,
,21401 / ZGN-4020,978280,,2,,
,21402 / ZGN-5,978261,,2,,
,21403 / ZGN-12,978249,,2,,
,21404 / Established,978096,,2,,
,21405 / DVS-4544,978106,,2,,
,21406 / DS-50,978190,,2,,
,21407 / DVS-3246,978167,,2,,
,21408 / DVS-3047,978144,,2,,
,21409 / DVS-81,978166,,2,,
,21410 / Establish,978165,,2,,
,21411 / DVS-87,978169,,2,,
,21412 / DVS-3873,978184,,2,,
,21413 / DVS-91,978183,,2,,
,21414 / BLLM-17,978191,,2,,
,21415 / DVS-3862,978191,,2,,
,21416 / DVS-4025,978195,,2,,
,21417 / DVS-4022,978192,,2,,
,21418 / DVS-5075,978169,,2,,
,21419 / DVS-3607,978200,,2,,
,21420 / CTS-3168,978144,,2,,
,21421 / CTS-3143,978148,,2,,
,21423 / CTS-32,978167,,2,,
,21424 / CTS-3278,978170,,2,,
,21425 / CTS-3088,978171,,2,,
,21426 / CTS-52,978160,,2,,
,21427 / CTS-3262,978164,,2,,
,21428 / CTS-3423,978140,,2,,
,21429 / CTS-3050,978131,,2,,
,21430 / CTS-3507,978183,,2,,
,21431 / CTS-3080,978177,,2,,
,21432 / SNI-3007,978232,,2,,
,21434 / SNI-3066,978272,,2,,
,21435 / SNI-3117,978126,,2,,
,21436 / SNI-6,978145,,2,,
,21437 / SNI-15,978139,,2,,
,21438 / SNI-18,978133,,2,,
,21439 / CTS-3241,978157,,2,,
,21440 / BMZY-117,978236,,2,,
,21441 / ZY-61,978231,,2,,
,21442 / ZY-52,978220,,2,,
,21443 / ZGI-4011,978191,,2,,
,21444 / ZGS-503,978194,,2,,
,21445 / BLLM-1,978172,,2,,
,21446 / LLM-21,978196,,2,,
,21447 / ZGI-7989,978175,,2,,
,21448 / ZGI-4012,978228,,2,,
,21449 / ZSI-4527,978195,,2,,
,21450 / ZSI-3368,978237,,2,,
,21451 / ZSI-3549,978255,,2,,
,21452 / BLLM-1,978248,,2,,
,21453 / ZSI-6998,978242,,2,,
,21454 / ZGS-3994= ZSI=3594,978251,,2,,
,21455 / ZGS-3841,978215,,2,,
,21456 / ZGS-3838,978227,,2,,
,21457 / ZGS-91,978238,,2,,
,21458 / ZGS-96,978234,,2,,
,21459 / ZGS-3512,978210,,2,,
,21460 / ZGS-3847,978207,,2,,
,21461 / ZGI-61,978235,,2,,
,21462 / ZGS-3187,978206,,2,,
,21463 / ZGS-3821,978247,,2,,
,21464 / ZGS-93,978211,,2,,
,21465 / ZGS-3847,978188,,2,,
,21466 / DVA-3342,978109,,2,,
,21467 / Establish,978098,,2,,
,21468 / DV-66,978102,,2,,
,21469 / DVA-21,978099,,2,,
,21470 / DVA-3636,978090,,2,,
,21471 / DVA-3454,978126,,2,,
,21472 / BLLM-1,978091,,2,,
,21473 / BLLM-6,978092,,2,,
,21474 / BLLM-7,978106,,2,,
,21475 / DV-90,978119,,2,,
,21476 / DV-3005,978105,,2,,
,21477 / DVA-3630,978103,,2,,
,21478 / SML-02,978107,,2,,
,21479 / BM ZS-18,978141,,2,,
,21480 / ZGS-6036,978197,,2,,
,21481 / ZGS-5008,978197,,2,,
,21482 / ZGS-634,978105,,2,,
,21483 / ZGS-5703,978176,,2,,
,21484 / ZGS-16,978204,,2,,
,21485 / ZGS-89,978146,,2,,
,21486 / ZGS-77,978168,,2,,
,21487 / ZGS-76,978154,,2,,
,21488 / ZGS-41,978170,,2,,
,21489 / ZGS-4601,978187,,2,,
,21490 / ZGS-32/BLLM 1,978226,,2,,
,21491 / BM ZS-36,978225,,2,,
,21492 / ZGS-66,978220,,2,,
,21493 / ZS-GS 2015,978229,,2,,
,21494 / ZGS-28,978232,,2,,
,21495 / ZGS-27,978225,,2,,
,21496 / ZGS-23,978210,,2,,
,21497 / ZS-GS 2019,978194,,2,,
,21498 / ZGS-497,978199,,2,,
,21499 / Established,978205,,2,,
,21500 / ZGS-5906,978191,,2,,
,21501 / ZGS-68,978176,,2,,
,21502 / ZS-GS 2024,978175,,2,,
,21503 / ZGS-3295 (BLLM-3),978131,,2,,
,21504 / ZGS-63,978152,,2,,
,21505 / ZGS-59,978207,,2,,
,21506 / ZGS-32,978146,,2,,
,21507 / CTN-3951,978057,,2,,
,21508 / LAS-34,978056,,2,,
,21509 / CTN-18,978147,,2,,
,21510 / BMNC-74,978189,,2,,
,21511 / CTN-3053,978196,,2,,
,21512 / CTN-3087,978218,,2,,
,21513 / BBM-47,978205,,2,,
,21514 / CTN-3622,978154,,2,,
,21515 / CTN-8,978188,,2,,
,21516 / CTN-3063,978172,,2,,
,21517 / CTN-3519,978190,,2,,
,21518 / MGD-3,978185,,2,,
,21519 / BMNC-84,978189,,2,,
,21520 / CTN-3125,978147,,2,,
,21521 / CTN-3508,978094,,2,,
,21522 / CTN-3565,978136,,2,,
,21523 / CTN-3488,978123,,2,,
,21524 / CTN-3401,978171,,2,,
,21525 / CTN-3372,978164,,2,,
,21526 / CTN-3024,978183,,2,,
,21527 / CTN-3502,978160,,2,,
,21528 / CTN-3442,978123,,2,,
,21529 / SKT-3007,978196,,2,,
,21530 / SKT-3112,978194,,2,,
,21531 / SKT-3099,978188,,2,,
,21533 / SKT-3125,978158,,2,,
,21535 / SKT-3303,978283,,2,,
,21536 / SKT-3295,978262,,2,,
,21537 / SKT-3285,978262,,2,,
,21538 / SKT-3245,978109,,2,,
,21539 / SKT-3242,978114,,2,,
,21540 / BLLM-38,978202,,2,Gravity Section,08/16/2017 0:00
,21541 / SKT-3040,978175,,2,,
,21542 / LRGS-2001,978001,,2,Gravity Section,08/16/2017 0:00
,21543 / LRGS-2002,978003,,2,Gravity Section,08/16/2017 0:00
,21544 / LRGS-2003,977999,,2,Gravity Section,08/16/2017 0:00
,21545 / LRGS-2004,978004,,2,Gravity Section,08/16/2017 0:00
,21546 / LRGS-2005,978005,,2,Gravity Section,08/16/2017 0:00
,21547 / LRGS-2006,978004,,2,Gravity Section,08/16/2017 0:00
,21548 / LRGS-2007,978002,,2,Gravity Section,08/16/2017 0:00
,21549 / LRGS-2008,978012,,2,Gravity Section,08/16/2017 0:00
,21550 / LRGS-2009,978019,,2,Gravity Section,08/16/2017 0:00
,21552 / LRGS-2011,977998,,2,Gravity Section,08/16/2017 0:00
,21553 / LRGS-2012,977998,,2,Gravity Section,08/16/2017 0:00
,21555 / LRGS-2014,978016,,2,Gravity Section,08/16/2017 0:00
,21556 / LRGS-2015,978031,,2,Gravity Section,08/16/2017 0:00
,21557 / LRGS-2016,978048,,2,Gravity Section,08/16/2017 0:00
,21558 / LRGS-2017,978010,,2,Gravity Section,08/16/2017 0:00
,21559 / LRGS-2018,978143,,2,Gravity Section,08/16/2017 0:00
,21560 / LRGS-2019,978014,,2,Gravity Section,08/16/2017 0:00
,21561 / LRGS-2020,978022,,2,Gravity Section,08/16/2017 0:00
,21562 / LRGS-2021,978004,,2,Gravity Section,08/16/2017 0:00
,21563 / LRGS-2022,978033,,2,Gravity Section,08/16/2017 0:00
,21564 / LRGS-2023,978035,,2,Gravity Section,08/16/2017 0:00
,21565 / LRGS-2024,977979,,2,Gravity Section,08/16/2017 0:00
,21566 / LRGS-2025,978033,,2,Gravity Section,08/16/2017 0:00
,21567 / LRGS-2026,978017,,2,Gravity Section,08/16/2017 0:00
,21568 / LRGS-2027,977998,,2,Gravity Section,08/16/2017 0:00
,21569 / LRGS-2028,977991,,2,Gravity Section,08/16/2017 0:00
,21570 / LRGS-2029,977958,,2,Gravity Section,08/16/2017 0:00
,21571 / LRGS-2030,977979,,2,Gravity Section,08/16/2017 0:00
,21572 / LRGS-2031,977987,,2,Gravity Section,08/16/2017 0:00
,21573 / LRGS-2032,978011,,2,Gravity Section,08/16/2017 0:00
,21574 / LRGS-2033,978186,,2,Gravity Section,08/16/2017 0:00
,21575 / LRGS-2034,978146,,2,Gravity Section,08/16/2017 0:00
,21576 / LRGS-2035,978222,,2,Gravity Section,08/16/2017 0:00
,21577 / LRGS-2036,978204,,2,Gravity Section,08/16/2017 0:00
,21578 / LRGS-2037,978129,,2,Gravity Section,08/16/2017 0:00
,21579 / MG-GS 2051,978210,,2,Gravity Section,08/16/2017 0:00
,21580 / MG-GS 2052,978205,,2,Gravity Section,08/16/2017 0:00
,21581 / MG-GS 2053,978219,,2,Gravity Section,08/16/2017 0:00
,21582 / MG-GS 2054,978228,,2,Gravity Section,08/16/2017 0:00
,21583 / MG-GS 2055,978247,,2,Gravity Section,08/16/2017 0:00
,21584 / MG-GS 2056,978213,,2,Gravity Section,08/16/2017 0:00
,21585 / MG-GS 2057,978218,,2,Gravity Section,08/16/2017 0:00
,21587 / MG-GS 2059,978213,,2,Gravity Section,08/16/2017 0:00
,21588 / MG-GS 2060,978217,,2,Gravity Section,08/16/2017 0:00
,21589 / MGD-ARMM 027 BLLM-01,978117,,2,Gravity Section,08/16/2017 0:00
,21590 / MG-GS 2062=MGD-ARMM 006 BLLM-01,978158,,2,Gravity Section,08/16/2017 0:00
,21591 / MG-GS 2063,978230,,2,Gravity Section,08/16/2017 0:00
,21592 / MGD-ARMM 019 BLLM-01,978226,,2,Gravity Section,08/16/2017 0:00
,21595 / MG-GS 2067,978196,,2,,
,21596 / MGD-1 prs92,978202,,2,Gravity Section,08/16/2017 0:00
,21597 / MG-GS 2069,978195,,2,,
,21599 / MGD-ARMM 02 BLLM-03,978175,,2,Gravity Section,08/16/2017 0:00
,21600 / MG-GS 2072,978218,,2,Gravity Section,08/16/2017 0:00
,21613 / MG-GS 2085,978220,,2,Gravity Section,08/16/2017 0:00
,21619 / LN-GS 2076,978634,,2,,
,21620 / LN-GS 2224,978639,,2,,
,21626 / LN-GS 2033,978639,,2,,
,21627 / LN-GS 2046,978636,,2,,
,21628 / LN-GS 2047,978634,,2,,
,21629 / LN-GS 2048,978634,,2,,
,21630 / LN-GS 2034,978637,,2,,
,21631 / LN-GS 2035,978636,,2,,
,21632 / LN-GS 2036,978635,,2,,
,21633 / LN-GS 2037,978635,,2,,
,21634 / LN-GS 2038,978636,,2,,
,21635 / LN-GS 2080,978639,,2,,
,21636 / LN-GS 2081,978640,,2,,
,21637 / LN-GS 2082,978643,,2,,
,21638 / LN-GS 2083,978642,,2,,
,21640 / LN-GS 2056,978644,,2,,
,21641 / LN-GS 2057,978643,,2,,
,21642 / LN-GS 2058,978644,,2,,
,21643 / LN-GS 2059,978646,,2,,
,21646 / LN-GS 2062,978648,,2,,
,21647 / LN-GS 2063,978651,,2,,
,21649 / LN-GS 2053,978652,,2,,
,21650 / LN-GS 2055,978644,,2,,
,21651 / LN-GS 2064,978652,,2,,
,21652 / LN-GS 2065,978654,,2,,
,21653 / LN-GS 2066,978657,,2,,
,21655 / LN-GS 2067,978656,,2,,
,21656 / LN-GS 2068,978655,,2,,
,21657 / LN-GS 2069,978653,,2,,
,21658 / LN-GS 2070,978649,,2,,
,21659 / LN-GS 2071,978645,,2,,
,21660 / LN-GS 2072,978643,,2,,
,21663 / LN-GS 2027,978638,,2,,
,21664 / LN-GS 2028,978639,,2,,
,21665 / LN-GS 2029,978640,,2,,
,21666 / LN-GS 2049,978643,,2,,
,21667 / LN-GS 2050,978645,,2,,
,21668 / LN-GS 2051,978648,,2,,
,21669 / LN-GS 2052,978650,,2,,
,21670 / LN-GS 2030,978640,,2,,
,21671 / ILN-3040,978636,,2,,
,21672 / ILN 3345,978635,,2,,
,21673 / LN-GS 2043,978635,,2,,
,21674 / LN-GS 2044,978636,,2,,
,21675 / LN-GS 2045,978635,,2,,
,21680 / LN-GS 2039,978637,,2,,
,21681 / LN-GS 2026,978637,,2,,
,21682 / LN-GS 2041,978639,,2,,
,21683 / LN-GS 2040,978638,,2,,
,21684 / LN-GS 2079,978644,,2,,
,21685 / LN-GS 2078,978642,,2,,
,21686 / LN-GS 2090,978643,,2,,
,21687 / LN-GS 2091,978646,,2,,
,21688 / LN-GS 2092,978648,,2,,
,21689 / LN-GS 2093,978649,,2,,
,21690 / LN-GS 2094,978648,,2,,
,21691 / LN-GS 2095,978652,,2,,
,21692 / LN-GS 2096,978656,,2,,
,21693 / LN-GS 2097,978632,,2,,
,21694 / LN-GS 2098,978647,,2,,
,21695 / LN-GS 2099,978648,,2,,
,21696 / LN-GS 2100,978652,,2,,
,21697 / LN-GS 2101,978652,,2,,
,21698 / LN-GS 2102,978655,,2,,
,21699 / LN-GS 2103,978657,,2,,
,21700 / LN-GS 2104,978655,,2,,
,21701 / LN-GS 2105,978651,,2,,
,21702 / LN-GS 2088,978640,,2,,
,21703 / LN-GS 2089,978641,,2,,
,21704 / LN-GS 2106,978644,,2,,
,21705 / LN-GS 2107,978643,,2,,
,21706 / LN-GS 2108,978639,,2,,
,21707 / LN-GS 2109,978642,,2,,
,21708 / LN-GS 2110,978642,,2,,
,21709 / LN-GS 2111,978645,,2,,
,21710 / LN-GS 2112,978646,,2,,
,21711 / LN-GS 2113,978649,,2,,
,21713 / LN-GS 2115,978655,,2,,
,21715 / LN-GS 2117,978655,,2,,
,21716 / LN-GS 2118,978653,,2,,
,21717 / LN-GS 2119,978654,,2,,
,21718 / LN-GS 2120,978650,,2,,
,21719 / LN-GS 2121,978649,,2,,
,21722 / LN-GS 2124,978646,,2,,
,21723 / LN-GS 2125,978649,,2,,
,21724 / LN-GS 2126,978649,,2,,
,21725 / LN-GS 2127,978651,,2,,
,21726 / LN-GS 2128,978650,,2,,
,21727 / LN-GS 2129,978653,,2,,
,21728 / LN-GS 2130,978630,,2,,
,21729 / LN-GS 2131,978629,,2,,
,21730 / LN-GS 2132,978625,,2,,
,21731 / LN-GS 2133,978625,,2,,
,21732 / LN-GS 2134,978626,,2,,
,21734 / LN-GS 2136,978630,,2,,
,21735 / LN-GS 2137,978633,,2,,
,21736 / LN-GS 2138,978634,,2,,
,21737 / LN-GS 2139,978638,,2,,
,21738 / LN-GS 2140,978638,,2,,
,21739 / LN-GS 2141,978635,,2,,
,21740 / LN-GS 2142,978632,,2,,
,21741 / LN-GS 2143,978631,,2,,
,21742 / LN-GS 2144,978630,,2,,
,21743 / LN-GS 2145,978629,,2,,
,21744 / LN-GS 2146,978625,,2,,
,21746 / LN-GS 2148,978622,,2,,
,21747 / LN-GS 2149,978621,,2,,
,21748 / LN-GS 2150,978622,,2,,
,21749 / LN-GS 2151,978625,,2,,
,21753 / LN-GS 2155,978636,,2,,
,21755 / LN-GS 2157,978637,,2,,
,21756 / LN-GS 2158,978638,,2,,
,21757 / LN-GS 2159,978633,,2,,
,21758 / LN-GS 2160,978641,,2,,
,21759 / LN-GS 2161,978632,,2,,
,21760 / LN-GS 2162,978635,,2,,
,21761 / LN-GS 2163,978632,,2,,
,21762 / LN-GS 2164,978634,,2,,
,21763 / LN-GS 2165,978632,,2,,
,21764 / LN-GS 2166,978628,,2,,
,21765 / LN-GS 2167,978625,,2,,
,21766 / LN-GS 2168,978631,,2,,
,21767 / LN-GS 2169,978633,,2,,
,21768 / LN-GS 2170,978635,,2,,
,21769 / LN-GS 2171,978633,,2,,
,21770 / LN-GS 2172,978631,,2,,
,21771 / LN-GS 2173,978628,,2,,
,21772 / LN-GS 2174,978627,,2,,
,21773 / LN-GS 2175,978623,,2,,
,21774 / LN-GS 2176,978625,,2,,
,21775 / LN-GS 2177,978621,,2,,
,21776 / LN-GS 2178,978619,,2,,
,21777 / LN-GS 2179,978614,,2,,
,21778 / LN-GS 2180,978611,,2,,
,21779 / LN-GS 2181,978620,,2,,
,21780 / LN-GS 2182,978624,,2,,
,21781 / LN-GS 2183,978632,,2,,
,21782 / LN-GS 2184,978631,,2,,
,21783 / LN-GS 2185,978628,,2,,
,21784 / LN-GS 2186,978624,,2,,
,21785 / LN-GS 2187,978620,,2,,
,21786 / LN-GS 2188,978617,,2,,
,21787 / LN-GS 2189,978614,,2,,
,21788 / LN-GS 2190,978614,,2,,
,21789 / LN-GS 2191,978615,,2,,
,21790 / LN-GS 2192,978610,,2,,
,21791 / LN-GS 2193,978610,,2,,
,21792 / LN-GS 2194,978614,,2,,
,21793 / LN-GS 2195,978616,,2,,
,21794 / LN-GS 2196,978616,,2,,
,21795 / LN-GS 2197,978619,,2,,
,21796 / LN-GS 2198,978618,,2,,
,21797 / LN-GS 2199,978616,,2,,
,21798 / LN-GS 2200,978618,,2,,
,21799 / LN-GS 2201,978623,,2,,
,21800 / LN-GS 2202,978614,,2,,
,21801 / LN-GS 2203,978610,,2,,
,21802 / LN-GS 2204,978608,,2,,
,21803 / LN-GS 2205,978607,,2,,
,21804 / LN-GS 2206,978607,,2,,
,21805 / LN-GS 2207,978606,,2,,
,21806 / LN-GS 2208,978605,,2,,
,21807 / LN-GS 2209,978604,,2,,
,21808 / LN-GS 2210,978602,,2,,
,21809 / LN-GS 2211,978597,,2,,
,21810 / LN-GS 2212,978594,,2,,
,21811 / LN-GS 2213,978592,,2,,
,21812 / LN-GS 2214,978598,,2,,
,21813 / LN-GS 2215,978598,,2,,
,21814 / LN-GS 2216,978598,,2,,
,21815 / LN-GS 2217,978596,,2,,
,21816 / LN-GS 2218,978597,,2,,
,21817 / LN-GS 2219,978599,,2,,
,21818 / LN-GS 2220,978605,,2,,
,21819 / LN-GS 2221,978603,,2,,
,21820 / LN-GS 2222,978642,,2,,
,21821 / LN-GS 2223,978644,,2,,
,21822 / BE-70,978367,,2,,
,21823 / BE-1002,978220,,2,,
,21824 / BE-1003,978212,,2,,
,21825 / BE-1011A,978232,,2,,
,21826 / BE-1010A,978223,,2,,
,21827 / BE-1010,978209,,2,,
,21828 / BE-1009,978195,,2,Gravity Section,08/16/2017 0:00
,21829 / BE-1007A,978200,,2,,
,21830 / BE-1007,978194,,2,,
,21831 / BE-1006,978191,,2,Gravity Section,08/16/2017 0:00
,21832 / BE-1018,978187,,2,Gravity Section,08/16/2017 0:00
,21833 / BE-45,978203,,2,Gravity Section,08/16/2017 0:00
,21834 / BE-44,978189,,2,Gravity Section,08/16/2017 0:00
,21835 / BE-1020A,978196,,2,,
,21836 / BE-1020,978204,,2,,
,21837 / BE-1014A,978222,,2,Gravity Section,08/16/2017 0:00
,21838 / BE-1014,978229,,2,Gravity Section,08/16/2017 0:00
,21839 / new,978170,,2,,
,21840 / BGT-3079,978200,,2,,
,21841 / BE-1021,978200,,2,Gravity Section,08/16/2017 0:00
,21842 / BE-1021A,978208,,2,Gravity Section,08/16/2017 0:00
,21843 / BE-1022A,978233,,2,Gravity Section,08/16/2017 0:00
,21844 / BE-1023,978231,,2,Gravity Section,08/16/2017 0:00
,21845 / BGT-25,978218,,2,,
,21846 / new,978194,,2,Gravity Section,08/16/2017 0:00
,21847 / BE-1078A,978202,,2,Gravity Section,08/16/2017 0:00
,21848 / BE-1077A,978203,,2,,
,21849 / BE-1077,978198,,2,,
,21850 / BE-1076,978183,,2,Gravity Section,08/16/2017 0:00
,21851 / BE-1017,978195,,2,Gravity Section,08/16/2017 0:00
,21852 / BE-1016A,978208,,2,,
,21853 / PRS '92 TRINIDAD-1,978164,,2,,
,21854 / BE-1060,978156,,2,,
,21855 / BE-1063A,978199,,2,,
,21856 / BE-1064,978209,,2,,
,21857 / BE-1065,978200,,2,,
,21858 / BE-1065A,978197,,2,,
,21859 / new,978193,,2,,
,21860 / BE-1066A,978198,,2,,
,21861 / BE-1067,978202,,2,,
,21862 / BE-1067A,978204,,2,,
,21863 / BE-1048A,978214,,2,Gravity Section,08/16/2017 0:00
,21864 / BE-1045A,978216,,2,Gravity Section,08/16/2017 0:00
,21865 / BE-1044A,978207,,2,,
